,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
459,2023,EN,FT,Research Engineer,60000,GB,100,GB,M
460,2023,SE,FT,Machine Learning Engineer,147100,US,0,US,M
461,2023,SE,FT,Machine Learning Engineer,90700,US,0,US,M
462,2023,SE,FT,Data Engineer,230000,US,0,US,M
463,2023,SE,FT,Data Engineer,170000,US,0,US,M
464,2023,SE,FT,Data Analyst,227000,US,0,US,M
465,2023,SE,FT,Data Analyst,108000,US,0,US,M
466,2023,SE,FT,Data Engineer,180000,US,100,US,M
467,2023,SE,FT,Data Engineer,160000,US,100,US,M
468,2023,SE,FT,Data Architect,180000,US,100,US,M
469,2023,SE,FT,Data Architect,160000,US,100,US,M
470,2023,SE,FT,Data Engineer,180000,US,0,US,M
471,2023,SE,FT,Data Engineer,130000,US,0,US,M
472,2023,SE,FT,Data Analyst,55959,ES,100,ES,M
473,2023,SE,FT,Data Analyst,51655,ES,100,ES,M
474,2023,EN,FT,Data Analyst,60000,US,100,US,L
475,2023,EN,FT,Data Analyst,50000,KW,50,US,L
476,2023,SE,FT,Data Engineer,226700,US,0,US,M
477,2023,SE,FT,Data Engineer,133300,US,0,US,M
478,2023,SE,FT,Data Engineer,252000,US,0,US,M
479,2023,SE,FT,Data Engineer,129000,US,0,US,M
480,2023,SE,FT,Big Data Architect,152126,GB,100,GB,L
481,2023,EN,FT,Data Scientist,9739,IN,0,IN,L
482,2023,SE,FT,Data Analyst,80000,US,0,US,M
483,2023,SE,FT,Data Analyst,52500,US,0,US,M
484,2023,SE,FT,Data Engineer,250000,US,100,US,M
485,2023,SE,FT,Data Engineer,162500,US,100,US,M
486,2023,EN,FT,Data Analyst,85000,US,100,US,M
487,2023,EN,FT,Data Analyst,75000,US,100,US,M
488,2023,SE,FT,Data Analyst,153600,US,0,US,M
489,2023,SE,FT,Data Analyst,106800,US,0,US,M
490,2023,MI,FT,Data Analyst,165000,US,0,US,M
491,2023,MI,FT,Data Analyst,124000,US,0,US,M
492,2023,SE,FT,Data Analyst,115934,US,100,US,M
493,2023,SE,FT,Data Analyst,81666,US,100,US,M
494,2023,SE,FT,Data Engineer,167580,US,0,US,M
495,2023,SE,FT,Data Engineer,87980,US,0,US,M
496,2023,SE,FT,Data Engineer,250000,US,100,US,M
497,2023,SE,FT,Data Engineer,63000,US,100,US,M
498,2023,SE,FT,Research Scientist,253750,ES,0,ES,M
499,2023,SE,FT,Research Scientist,169200,ES,0,ES,M
500,2023,SE,FT,Research Scientist,253750,ES,0,ES,M
501,2023,SE,FT,Research Scientist,169200,ES,0,ES,M
502,2023,MI,FT,Data Scientist,170000,US,0,US,M
503,2023,MI,FT,Data Scientist,120000,US,0,US,M
504,2023,SE,FT,Data Engineer,124740,US,0,US,M
505,2023,SE,FT,Data Engineer,65488,US,0,US,M
506,2023,SE,FT,Data Engineer,213580,US,100,US,M
507,2023,SE,FT,Data Engineer,163625,US,100,US,M
508,2023,EN,FT,Data Engineer,12000,VN,0,VN,L
509,2022,SE,FT,Machine Learning Software Engineer,375000,US,100,US,M
510,2023,SE,FT,Data Engineer,102234,IE,100,IE,M
511,2023,MI,FT,Product Data Analyst,16435,IN,100,IN,L
512,2023,SE,FT,Machine Learning Engineer,220000,US,0,US,M
513,2023,SE,FT,Machine Learning Engineer,170000,US,0,US,M
514,2023,EX,FT,Data Engineer,235000,US,0,US,M
515,2023,EX,FT,Data Engineer,210000,US,0,US,M
516,2023,SE,FT,Data Architect,180000,US,100,US,M
517,2023,SE,FT,Data Architect,115000,US,100,US,M
518,2023,SE,FT,Data Architect,200000,US,100,US,M
519,2023,SE,FT,Data Architect,115000,US,100,US,M
520,2023,SE,FT,Data Science Manager,231250,US,100,US,M
521,2023,SE,FT,Data Science Manager,138750,US,100,US,M
522,2023,SE,FT,Machine Learning Engineer,284310,US,0,US,M
523,2023,SE,FT,Machine Learning Engineer,153090,US,0,US,M
524,2023,SE,FT,Data Engineer,160000,US,100,US,M
525,2023,SE,FT,Data Engineer,75000,US,100,US,M
526,2023,MI,FT,Data Analyst,125000,US,0,US,M
527,2023,MI,FT,Data Analyst,105000,US,0,US,M
528,2023,MI,FT,Data Analyst,109532,GB,0,GB,M
529,2023,MI,FT,Data Analyst,85191,GB,0,GB,M
530,2023,EN,FT,Data Analyst,55000,US,0,US,M
531,2023,EN,FT,Data Analyst,48000,US,0,US,M
532,2023,EN,FT,Data Analyst,100000,US,50,US,M
533,2023,SE,FT,Data Science Lead,225900,US,0,US,M
534,2023,SE,FT,Data Science Lead,156400,US,0,US,M
535,2023,SE,FT,Data Engineer,250000,US,100,US,M
536,2023,SE,FT,Data Engineer,162500,US,100,US,M
537,2023,SE,FT,Machine Learning Engineer,318300,US,100,US,M
538,2023,SE,FT,Machine Learning Engineer,188800,US,100,US,M
539,2023,SE,FT,Data Analyst,385000,US,0,US,M
540,2023,SE,FT,Data Analyst,60000,US,0,US,M
541,2023,MI,FT,Data Analyst,110000,US,100,US,M
542,2023,MI,FT,Data Analyst,95000,US,100,US,M
543,2023,SE,FT,Data Scientist,145000,US,100,US,M
544,2023,SE,FT,Data Scientist,135000,US,100,US,M
545,2023,SE,FT,Data Analyst,180180,US,0,US,M
546,2023,SE,FT,Data Analyst,106020,US,0,US,M
547,2023,SE,FT,Data Analyst,93919,US,100,US,M
548,2023,SE,FT,Data Analyst,51962,US,100,US,M
549,2023,SE,FT,Data Engineer,241871,US,0,US,M
550,2023,SE,FT,Data Engineer,133832,US,0,US,M
551,2023,SE,FT,Data Scientist,170000,US,100,US,M
552,2023,SE,FT,Data Scientist,90000,US,100,US,M
553,2023,EX,FT,Data Engineer,210914,US,100,US,M
554,2023,EX,FT,Data Engineer,116704,US,100,US,M
555,2023,SE,FT,Data Analyst,192500,US,100,US,M
556,2023,SE,FT,Data Analyst,140000,US,100,US,M
557,2023,SE,FT,Data Scientist,149076,US,0,US,M
558,2023,SE,FT,Data Scientist,82365,US,0,US,M
559,2023,MI,FT,Machine Learning Engineer,36000,MX,100,MX,S
560,2023,SE,FT,Data Scientist,175000,US,0,US,M
561,2023,SE,FT,Data Scientist,148750,US,0,US,M
562,2023,SE,FT,Research Scientist,370000,US,0,US,M
563,2023,SE,FT,Research Scientist,200000,US,0,US,M
564,2023,SE,FT,Data Scientist,235000,US,100,US,M
565,2023,SE,FT,Data Scientist,185000,US,100,US,M
566,2023,MI,FT,Machine Learning Engineer,121702,GB,0,GB,M
567,2023,MI,FT,Machine Learning Engineer,97361,GB,0,GB,M
568,2023,SE,FT,Data Scientist,216100,US,0,US,M
569,2023,SE,FT,Data Scientist,140800,US,0,US,M
570,2023,MI,FT,Machine Learning Engineer,146042,GB,0,GB,M
571,2023,MI,FT,Machine Learning Engineer,121702,GB,0,GB,M
572,2023,SE,FT,Computer Vision Software Engineer,53807,NL,100,CA,L
573,2023,EN,FT,Data Scientist,110000,US,50,US,S
574,2023,SE,FT,Data Engineer,128000,US,0,US,M
575,2023,SE,FT,Data Engineer,81500,US,0,US,M
576,2023,MI,FT,Data Engineer,66936,GB,100,GB,M
577,2023,MI,FT,Data Engineer,63285,GB,100,GB,M
578,2023,MI,FT,Data Analyst,60851,GB,0,GB,M
579,2023,MI,FT,Data Analyst,54766,GB,0,GB,M
580,2023,EX,FT,Data Engineer,284000,US,100,US,M
581,2023,EX,FT,Data Engineer,236000,US,100,US,M
582,2023,SE,FT,Research Scientist,248100,CA,0,CA,M
583,2023,SE,FT,Research Scientist,145900,CA,0,CA,M
584,2023,SE,FT,Research Engineer,155850,US,0,US,M
585,2023,SE,FT,Research Engineer,102544,US,0,US,M
586,2023,MI,FT,Data Scientist,151410,US,100,US,M
587,2023,MI,FT,Data Scientist,115360,US,100,US,M
588,2023,MI,FT,Data Engineer,66721,ES,100,ES,M
589,2023,MI,FT,Data Engineer,59188,ES,100,ES,M
590,2023,SE,FT,Director of Data Science,126636,CA,50,CA,M
591,2023,SE,FT,Azure Data Engineer,100000,NL,50,NL,L
592,2023,EN,FT,Data Scientist,12783,IN,50,IN,L
593,2023,SE,FT,Data Scientist,250000,US,0,US,M
594,2023,SE,FT,Data Scientist,162500,US,0,US,M
595,2023,SE,FT,Data Scientist,185000,GB,0,GB,M
596,2023,SE,FT,Data Scientist,120250,GB,0,GB,M
597,2023,EN,FT,Data Engineer,26903,DE,100,DE,L
598,2022,EN,FT,Data Scientist,180000,US,100,US,M
599,2023,MI,FT,Research Scientist,85000,US,0,US,M
600,2023,MI,FT,Research Scientist,70000,US,0,US,M
601,2023,SE,FT,BI Developer,135000,US,100,US,M
602,2023,SE,FT,BI Developer,100000,US,100,US,M
603,2023,EX,FT,Data Analytics Manager,155000,US,0,US,M
604,2023,EX,FT,Data Analytics Manager,140000,US,0,US,M
605,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
606,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
607,2023,SE,FT,Data Engineer,226700,US,0,US,M
608,2023,SE,FT,Data Engineer,133300,US,0,US,M
609,2023,SE,FT,Data Scientist,225000,US,100,US,M
610,2023,SE,FT,Data Scientist,156400,US,100,US,M
611,2023,SE,FT,Data Engineer,163800,US,0,US,M
612,2023,SE,FT,Data Engineer,126000,US,0,US,M
613,2023,SE,FT,Machine Learning Engineer,163800,US,0,US,M
614,2023,SE,FT,Machine Learning Engineer,126000,US,0,US,M
615,2023,SE,FT,ML Engineer,220000,US,0,US,M
616,2023,SE,FT,ML Engineer,150000,US,0,US,M
617,2023,SE,FT,Data Engineer,145000,US,0,US,M
618,2023,SE,FT,Data Engineer,115000,US,0,US,M
619,2023,SE,FT,Data Analytics Manager,204500,US,0,US,M
620,2023,SE,FT,Data Analytics Manager,138900,US,0,US,M
621,2023,MI,FT,Data Engineer,162500,US,0,US,M
622,2023,MI,FT,Data Engineer,130000,US,0,US,M
623,2023,SE,FT,Data Engineer,150000,US,100,US,M
624,2023,SE,FT,Data Engineer,107000,US,100,US,M
625,2023,EX,FT,Data Engineer,175000,US,0,US,M
626,2023,EX,FT,Data Engineer,110000,US,0,US,M
627,2023,SE,FT,Data Engineer,226700,US,0,US,M
628,2023,SE,FT,Data Engineer,133300,US,0,US,M
629,2023,SE,FT,Data Engineer,252000,US,0,US,M
630,2023,SE,FT,Data Engineer,129000,US,0,US,M
631,2023,SE,FT,Machine Learning Engineer,150000,US,0,US,M
632,2023,SE,FT,Machine Learning Engineer,125000,US,0,US,M
633,2023,SE,FT,Data Engineer,252000,US,0,US,M
634,2023,SE,FT,Data Engineer,129000,US,0,US,M
635,2023,SE,FT,Data Scientist,225000,US,0,US,M
636,2023,SE,FT,Data Scientist,156400,US,0,US,M
637,2022,MI,FT,Research Scientist,23000,IN,100,IN,L
638,2023,MI,FT,Machine Learning Engineer,110000,US,100,US,L
639,2023,SE,FT,Data Engineer,265000,US,100,US,M
640,2023,SE,FT,Data Engineer,182750,US,100,US,M
641,2023,MI,FT,Data Analyst,130000,US,0,US,M
642,2023,MI,FT,Data Analyst,100000,US,0,US,M
643,2023,SE,FT,Data Analyst,153600,US,0,US,M
644,2023,SE,FT,Data Analyst,106800,US,0,US,M
645,2023,SE,FT,Data Engineer,137500,US,0,US,M
646,2023,SE,FT,Data Engineer,81500,US,0,US,M
647,2023,EX,FT,Head of Data Science,314100,US,0,US,M
648,2023,EX,FT,Head of Data Science,195800,US,0,US,M
649,2023,SE,FT,Applied Scientist,205000,US,0,US,M
650,2023,SE,FT,Applied Scientist,180000,US,0,US,M
651,2023,SE,FT,Data Scientist,165000,US,100,US,M
652,2023,SE,FT,Data Scientist,144000,US,100,US,M
653,2023,EN,FT,BI Developer,160000,US,0,US,M
654,2023,EN,FT,BI Developer,100000,US,0,US,M
655,2023,EX,FT,Data Engineer,200000,US,0,US,M
656,2023,EX,FT,Data Engineer,145000,US,0,US,M
657,2023,MI,FT,Data Analyst,150000,US,0,US,M
658,2023,MI,FT,Data Analyst,100000,US,0,US,M
659,2023,SE,FT,Data Manager,199000,US,0,US,M
660,2023,SE,FT,Data Manager,112000,US,0,US,M
661,2023,SE,FT,Data Scientist,105000,US,0,US,M
662,2023,SE,FT,Data Scientist,70000,US,0,US,M
663,2023,EN,FT,Big Data Engineer,130000,SE,100,SE,S
664,2023,SE,FT,Data Analyst,180180,US,0,US,M
665,2023,SE,FT,Data Analyst,106020,US,0,US,M
666,2023,EN,FT,Data Engineer,160000,US,0,US,M
667,2023,EN,FT,Data Engineer,135000,US,0,US,M
668,2023,SE,FT,Data Scientist,183000,US,0,US,M
669,2023,SE,FT,Data Scientist,134000,US,0,US,M
670,2023,SE,FT,Machine Learning Engineer,220000,US,0,US,M
671,2023,SE,FT,Machine Learning Engineer,150000,US,0,US,M
672,2023,SE,FT,Applied Scientist,350000,US,0,US,L
673,2023,SE,FT,Applied Scientist,262500,US,0,US,L
674,2023,SE,FT,Data Analyst,122000,US,0,US,M
675,2023,SE,FT,Data Analyst,94000,US,0,US,M
676,2023,SE,FT,Machine Learning Engineer,276000,US,0,US,M
677,2023,SE,FT,Machine Learning Engineer,184000,US,0,US,M
678,2023,EX,FT,Data Engineer,310000,US,100,US,M
679,2023,EX,FT,Data Engineer,239000,US,100,US,M
680,2023,SE,FT,Data Scientist,225000,US,100,US,M
681,2023,SE,FT,Data Scientist,156400,US,100,US,M
682,2023,MI,FT,Machine Learning Engineer,180000,US,100,US,M
683,2023,MI,FT,Machine Learning Engineer,150000,US,100,US,M
684,2023,SE,FT,Data Scientist,228000,US,0,US,M
685,2023,SE,FT,Data Scientist,152000,US,0,US,M
686,2023,SE,FT,Data Scientist,209450,US,100,US,M
687,2023,SE,FT,Data Scientist,158677,US,100,US,M
688,2023,SE,FT,Data Analyst,175000,US,0,US,M
689,2023,SE,FT,Data Analyst,145000,US,0,US,M
690,2023,SE,FT,Data Engineer,240000,US,0,US,M
691,2023,SE,FT,Data Engineer,170000,US,0,US,M
692,2023,MI,FT,Data Analyst,103200,US,0,US,M
693,2023,MI,FT,Data Analyst,61200,US,0,US,M
694,2022,MI,FT,Data Scientist,155000,US,100,US,L
695,2021,EN,FT,Marketing Data Engineer,66970,SG,50,SG,L
696,2023,SE,FT,Data Scientist,63492,CY,50,EE,L
697,2023,SE,FT,Data Scientist,237000,US,100,US,M
698,2023,SE,FT,Data Scientist,145000,US,100,US,M
699,2023,SE,FT,Data Scientist,240000,US,100,US,M
700,2023,SE,FT,Data Scientist,139000,US,100,US,M
701,2023,SE,FT,Data Architect,174500,US,0,US,M
702,2023,SE,FT,Data Architect,113000,US,0,US,M
703,2023,SE,FT,Data Analyst,130000,US,100,US,M
704,2023,SE,FT,Data Analyst,87000,US,100,US,M
705,2023,SE,FT,Data Analyst,160000,US,100,US,M
706,2023,SE,FT,Data Analyst,108000,US,100,US,M
707,2023,SE,FT,Data Engineer,165000,US,100,US,M
708,2023,SE,FT,Data Engineer,107250,US,100,US,M
709,2023,SE,FT,Data Engineer,300000,US,0,US,M
710,2023,SE,FT,Data Engineer,119000,US,0,US,M
711,2023,SE,FT,Data Scientist,285800,US,100,US,M
712,2023,SE,FT,Data Scientist,154600,US,100,US,M
713,2023,MI,FT,Head of Data Science,60873,IN,50,IN,L
714,2023,EN,FT,Data Analyst,30000,AR,100,US,S
715,2023,MI,FT,Data Science Manager,220000,US,0,US,M
716,2023,MI,FT,Data Science Manager,195000,US,0,US,M
717,2023,SE,FT,Data Manager,168400,US,0,US,M
718,2023,SE,FT,Data Manager,105200,US,0,US,M
719,2023,MI,FT,Data Analyst,206000,US,0,US,M
720,2023,MI,FT,Data Analyst,160000,US,0,US,M
721,2023,SE,FT,Analytics Engineer,200000,US,100,US,M
722,2023,SE,FT,Analytics Engineer,175000,US,100,US,M
723,2023,SE,FT,Analytics Engineer,231250,US,100,US,M
724,2023,SE,FT,Analytics Engineer,138750,US,100,US,M
725,2023,SE,FT,Data Engineer,153000,CA,100,CA,M
726,2023,SE,FT,Data Engineer,94000,CA,100,CA,M
727,2023,SE,FT,Data Engineer,240500,US,0,US,L
728,2023,SE,FT,Data Engineer,123700,US,0,US,L
729,2023,SE,FT,Data Engineer,160000,US,100,US,M
730,2023,SE,FT,Data Engineer,90000,US,100,US,M
731,2023,EN,FT,Data Scientist,124234,US,0,US,M
732,2023,EN,FT,Data Scientist,74540,US,0,US,M
733,2023,MI,FT,Data Analyst,109000,US,0,US,M
734,2023,MI,FT,Data Analyst,79000,US,0,US,M
735,2022,SE,FT,Machine Learning Engineer,84053,FR,50,FR,L
736,2023,MI,FT,Machine Learning Engineer,50000,AM,0,AM,S
737,2023,SE,FT,Data Scientist,275300,US,100,US,M
738,2023,SE,FT,Data Scientist,183500,US,100,US,M
739,2023,SE,FT,Data Scientist,275300,US,100,US,M
740,2023,SE,FT,Data Scientist,183500,US,100,US,M
741,2023,SE,FT,Data Analyst,160000,US,100,US,M
742,2023,SE,FT,Data Analyst,125600,US,100,US,M
743,2023,SE,FT,Data Engineer,170000,US,0,US,M
744,2023,SE,FT,Data Engineer,120000,US,0,US,M
745,2023,SE,FT,Data Engineer,225000,US,0,US,M
746,2023,SE,FT,Data Engineer,140000,US,0,US,M
747,2023,SE,FT,Data Analyst,141290,US,0,US,M
748,2023,SE,FT,Data Analyst,74178,US,0,US,M
749,2023,SE,FT,Data Scientist,150000,US,0,US,M
750,2023,SE,FT,Data Scientist,120000,US,0,US,M
751,2023,SE,FT,Data Engineer,85000,US,100,US,M
752,2023,SE,FT,Data Engineer,75000,US,100,US,M
753,2023,SE,FT,Data Engineer,220000,US,0,US,M
754,2023,SE,FT,Data Engineer,160000,US,0,US,M
755,2023,SE,FT,Data Engineer,205600,US,100,US,M
756,2023,SE,FT,Data Engineer,107500,US,100,US,M
757,2023,MI,FT,Data Engineer,120000,US,0,US,M
758,2023,MI,FT,Data Engineer,95000,US,0,US,M
759,2023,SE,FT,Data Engineer,185900,US,0,US,M
760,2023,SE,FT,Data Engineer,129300,US,0,US,M
761,2023,SE,FT,Data Engineer,160000,US,100,US,M
762,2023,SE,FT,Data Engineer,130000,US,100,US,M
763,2023,EN,FT,Data Scientist,12905,IN,50,IN,S
764,2023,MI,FT,Data Engineer,250000,US,0,US,M
765,2023,MI,FT,Data Engineer,175000,US,0,US,M
766,2023,SE,FT,Data Scientist,136000,US,100,US,M
767,2023,SE,FT,Data Scientist,104000,US,100,US,M
768,2023,MI,FT,Data Analyst,80000,US,0,US,M
769,2023,MI,FT,Data Analyst,52500,US,0,US,M
770,2023,SE,FT,Data Scientist,110000,US,100,US,M
771,2023,SE,FT,Data Scientist,84000,US,100,US,M
772,2023,SE,FT,BI Analyst,125000,US,0,US,M
773,2023,SE,FT,BI Analyst,110000,US,0,US,M
774,2023,MI,FT,Data Analyst,90000,US,0,US,M
775,2023,MI,FT,Data Analyst,80000,US,0,US,M
776,2023,SE,FT,ML Engineer,200000,US,0,US,M
777,2023,SE,FT,ML Engineer,135000,US,0,US,M
778,2022,EN,FT,Business Data Analyst,48000,US,50,US,L
779,2023,EN,FT,AI Developer,120000,BA,50,BA,S
780,2023,SE,FT,Data Engineer,130000,US,0,US,M
781,2023,SE,FT,Data Engineer,75000,US,0,US,M
782,2023,SE,FT,Data Engineer,252000,US,0,US,M
783,2023,SE,FT,Data Engineer,129000,US,0,US,M
784,2023,MI,FT,Data Analyst,150000,US,0,US,M
785,2023,MI,FT,Data Analyst,100000,US,0,US,M
786,2023,SE,FT,Data Engineer,226700,US,0,US,M
787,2023,SE,FT,Data Engineer,133300,US,0,US,M
788,2023,SE,FT,Data Scientist,190000,US,0,US,M
789,2023,SE,FT,Data Scientist,165000,US,0,US,M
790,2023,SE,FT,Data Engineer,170000,US,100,US,M
791,2023,SE,FT,Data Engineer,150000,US,100,US,M
792,2023,MI,FT,Data Engineer,150000,US,0,US,M
793,2023,MI,FT,Data Engineer,130000,US,0,US,M
794,2023,SE,FT,Data Scientist,225000,US,0,US,M
795,2023,SE,FT,Data Scientist,156400,US,0,US,M
796,2023,SE,FT,Computer Vision Engineer,200000,US,100,US,S
797,2023,MI,FT,Applied Data Scientist,80000,KE,100,KE,S
798,2023,EN,FT,Business Data Analyst,12913,GR,50,GR,L
799,2022,EN,FT,AI Developer,6304,MK,0,MK,S
800,2023,MI,FT,Data Analytics Lead,17531,IN,50,SG,M
801,2023,SE,FT,Data Scientist,257000,US,0,US,M
802,2023,SE,FT,Data Scientist,134000,US,0,US,M
803,2023,SE,FT,Data Scientist,77482,LV,0,LV,M
804,2023,SE,FT,Data Scientist,38741,LV,0,LV,M
805,2023,SE,FT,Data Engineer,205600,US,0,US,L
806,2023,SE,FT,Data Engineer,105700,US,0,US,L
807,2023,SE,FT,BI Developer,140000,US,100,US,M
808,2023,SE,FT,BI Developer,110000,US,100,US,M
809,2023,SE,FT,Data Science Manager,299500,US,0,US,M
810,2023,SE,FT,Data Science Manager,245100,US,0,US,M
811,2023,SE,FT,Research Scientist,210000,US,0,US,M
812,2023,SE,FT,Research Scientist,151800,US,0,US,M
813,2023,MI,FT,Data Scientist,53807,RO,50,RO,L
814,2023,SE,FT,Data Analyst,51655,ES,0,ES,M
815,2023,SE,FT,Data Analyst,40893,ES,0,ES,M
816,2023,SE,FT,Data Analyst,51655,ES,0,ES,M
817,2023,SE,FT,Data Analyst,40893,ES,0,ES,M
818,2023,EN,FT,Data Engineer,160000,US,0,US,M
819,2023,EN,FT,Data Engineer,135000,US,0,US,M
820,2023,MI,FT,Data Engineer,120000,US,100,US,M
821,2023,MI,FT,Data Engineer,95000,US,100,US,M
822,2023,SE,FT,Data Engineer,250000,US,100,US,M
823,2023,SE,FT,Data Engineer,63000,US,100,US,M
824,2023,SE,FT,Data Scientist,237000,US,100,US,M
825,2023,SE,FT,Data Scientist,145000,US,100,US,M
826,2023,SE,FT,Data Scientist,130000,US,100,US,M
827,2023,SE,FT,Data Scientist,90000,US,100,US,M
828,2023,MI,FT,Data Analyst,120000,US,100,US,M
829,2023,MI,FT,Data Analyst,100000,US,100,US,M
830,2023,SE,FT,Data Architect,174500,US,0,US,M
831,2023,SE,FT,Data Architect,113000,US,0,US,M
832,2023,MI,FT,Data Scientist,183310,US,0,US,M
833,2023,MI,FT,Data Scientist,183310,US,0,US,M
834,2023,SE,FT,Data Analyst,145000,US,100,US,M
835,2023,SE,FT,Data Analyst,102500,US,100,US,M
836,2023,SE,FT,Data Scientist,210000,US,0,US,M
837,2023,SE,FT,Data Scientist,185000,US,0,US,M
838,2023,SE,FT,Data Architect,174500,US,0,US,M
839,2023,SE,FT,Data Architect,113000,US,0,US,M
840,2023,SE,FT,Data Science Consultant,122000,US,0,US,M
841,2023,SE,FT,Data Science Consultant,94000,US,0,US,M
842,2023,SE,FT,Data Scientist,220000,US,0,US,M
843,2023,SE,FT,Data Scientist,146000,US,0,US,M
844,2023,SE,FT,Data Engineer,300000,US,0,US,M
845,2023,SE,FT,Data Engineer,130000,US,0,US,M
846,2023,MI,FT,Data Scientist,25087,TH,50,TH,L
847,2022,MI,FT,Computer Vision Engineer,15897,IN,100,IN,M
848,2023,SE,FT,Data Science Consultant,145000,US,0,US,M
849,2023,SE,FT,Data Science Consultant,128000,US,0,US,M
850,2023,SE,FT,Data Scientist,182000,US,0,US,M
851,2023,SE,FT,Data Scientist,140000,US,0,US,M
852,2023,SE,FT,Data Engineer,122000,US,0,US,M
853,2023,SE,FT,Data Engineer,94000,US,0,US,M
854,2023,SE,FT,Machine Learning Engineer,77482,LV,0,LV,M
855,2023,SE,FT,Machine Learning Engineer,38741,LV,0,LV,M
856,2023,EX,FT,Data Scientist,300000,US,0,US,M
857,2023,EX,FT,Data Scientist,200000,US,0,US,M
858,2023,MI,FT,Data Analyst,135000,US,0,US,M
859,2023,MI,FT,Data Analyst,105500,US,0,US,M
860,2023,SE,FT,Data Engineer,252000,US,0,US,M
861,2023,SE,FT,Data Engineer,129000,US,0,US,M
862,2022,MI,FT,Data Scientist,110000,US,100,US,L
863,2023,SE,FT,Data Scientist,136000,US,100,US,M
864,2023,SE,FT,Data Scientist,104000,US,100,US,M
865,2023,SE,FT,Data Scientist,168000,US,100,US,M
866,2023,SE,FT,Data Scientist,130000,US,100,US,M
867,2023,MI,FT,Data Analyst,79106,GB,0,GB,M
868,2023,MI,FT,Data Analyst,43873,GB,0,GB,M
869,2023,MI,FT,Data Engineer,120000,US,0,US,M
870,2023,MI,FT,Data Engineer,95000,US,0,US,M
871,2023,SE,FT,Data Scientist,153400,US,0,US,M
872,2023,SE,FT,Data Scientist,122700,US,0,US,M
873,2023,SE,FT,Data Scientist,185000,US,0,US,M
874,2023,SE,FT,Data Scientist,160000,US,0,US,M
875,2023,SE,FT,Data Scientist,205000,US,100,US,M
876,2023,SE,FT,Data Scientist,185000,US,100,US,M
877,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
878,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
879,2023,MI,FT,Machine Learning Engineer,145000,US,0,US,M
880,2023,MI,FT,Machine Learning Engineer,87000,US,0,US,M
881,2023,EN,FT,Data Scientist,50000,IN,100,US,M
882,2023,SE,FT,ML Engineer,234100,US,100,US,M
883,2023,SE,FT,ML Engineer,203500,US,100,US,M
884,2023,SE,FT,Data Scientist,223800,US,0,US,M
885,2023,SE,FT,Data Scientist,172100,US,0,US,M
886,2023,SE,FT,Data Scientist,180000,US,0,US,M
887,2023,SE,FT,Data Scientist,150000,US,0,US,M
888,2023,SE,FT,Data Engineer,232200,US,100,US,M
889,2023,SE,FT,Data Engineer,167200,US,100,US,M
890,2023,SE,FT,BI Developer,197000,US,0,US,M
891,2023,SE,FT,BI Developer,106000,US,0,US,M
892,2023,SE,FT,Research Scientist,180000,US,0,US,M
893,2023,SE,FT,Research Scientist,145000,US,0,US,M
894,2023,SE,FT,Data Lead,225000,US,0,US,M
895,2023,SE,FT,Data Lead,200000,US,0,US,M
896,2023,SE,FT,Data Engineer,170000,US,100,US,M
897,2023,SE,FT,Data Engineer,114000,US,100,US,M
898,2023,SE,FT,Data Engineer,291500,US,0,US,M
899,2023,SE,FT,Data Engineer,180000,US,0,US,M
900,2023,EX,FT,Data Engineer,196200,US,0,US,M
901,2023,EX,FT,Data Engineer,150900,US,0,US,M
902,2023,SE,FT,Data Scientist,168400,US,0,US,M
903,2023,SE,FT,Data Scientist,105200,US,0,US,M
904,2023,MI,FT,Data Engineer,95000,ES,100,ES,M
905,2023,MI,FT,Data Engineer,80000,ES,100,ES,M
906,2023,MI,FT,Data Analyst,116000,US,0,US,M
907,2023,MI,FT,Data Analyst,72000,US,0,US,M
908,2023,SE,FT,Analytics Engineer,207000,US,0,US,M
909,2023,SE,FT,Analytics Engineer,167000,US,0,US,M
910,2023,SE,FT,Machine Learning Engineer,145000,US,0,US,M
911,2023,SE,FT,Machine Learning Engineer,135000,US,0,US,M
912,2023,MI,FT,Data Engineer,105000,US,0,US,M
913,2023,MI,FT,Data Engineer,70000,US,0,US,M
914,2023,SE,FT,Data Architect,180000,US,100,US,M
915,2023,SE,FT,Data Architect,115000,US,100,US,M
916,2023,SE,FT,Data Engineer,133800,US,100,US,M
917,2023,SE,FT,Data Engineer,96100,US,100,US,M
918,2023,MI,FT,Data Analyst,120000,US,0,US,M
919,2023,MI,FT,Data Analyst,80000,US,0,US,M
920,2023,SE,FT,Data Science Engineer,140000,US,0,US,M
921,2023,SE,FT,Data Science Engineer,100000,US,0,US,M
922,2023,SE,FT,Research Scientist,150000,US,0,US,M
923,2023,SE,FT,Research Scientist,120000,US,0,US,M
924,2023,SE,FT,Cloud Database Engineer,140000,US,100,US,M
925,2023,SE,FT,Cloud Database Engineer,115000,US,100,US,M
926,2023,SE,FT,Data Science Manager,297300,US,100,US,M
927,2023,SE,FT,Data Science Manager,198200,US,100,US,M
